Number;Start time in milliseconds;End time in milliseconds;"Text"
2321;12220080;12221080;"[gasps]"
2322;12225200;12227680;"-[growls]
-[gasps]"
2323;12231520;12232800;"Who's doing this to me?"
2324;12234080;12235480;"I know there's someone there."
2325;12237560;12238760;"Who's there?"
2326;12239480;12240760;"Who are you?"
2327;12243240;12244880;"Just give me a sign."
2328;12246520;12249000;"Oh, come on, if there's someone there,
just give me a sign."
2329;12249080;12250480;"Will you give me a sign?"
2330;12250920;12254320;"I know there's someone there.
Just give me a fucking sign!"
2331;12270400;12271360;"No!"
2332;12274240;12275560;"Who's doing this to me?"
2333;12276280;12277720;"I know there's someone there."
2334;12279800;12280960;"Who's there?"
2335;12281640;12282920;"Who are you?"
2336;12285440;12287080;"Just give me a sign."
2337;12288840;12291160;"Oh, come on, if there's someone there,
just give me a sign."
2338;12291240;12292680;"Will you give me a sign?"
2339;12293120;12296480;"I know there's someone there.
Just give me a fucking sign!"
2340;12363560;12366520;"[Haynes] <i>Now, let's go back</i>
<i>to the beginning.</i>"
2341;12425880;12427160;"[door opens]"
2342;12437360;12440000;"Come on, Stefan. Come on."
2343;12443240;12446080;"-You can find Rabbit later.
-No!"
2344;12447680;12449320;"Stefan, please come with me."
2345;12450040;12451080;"No!"
2346;12470360;12472080;"You weren't supposed to know."
2347;12474800;12476320;"Dad, what is this?"
2348;12478200;12479120;"I'm sorry."
2349;12479920;12481520;"Dad, who are you?"
2350;12485000;12486440;"Talk to me."
2351;12488160;12489640;"Talk to me!"
2352;12497240;12499360;"-[thud]
-[gasps]"
2353;12535200;12537000;"We've talked about this before,
I'm sure we have."
2354;12537080;12538920;"So just write me the fucking prescription."
2355;12558240;12560760;"[Colin] <i>The government put drugs</i>
<i>in your food and they film you.</i>"
2356;12601760;12603920;"-First thing Monday.
-First thing."
2357;12611560;12614160;"-Skip to the next bit.
-What?"
2358;12614960;12616960;"For fuck's sake, I'll skip it for you."
2359;12617880;12622000;"[woman]<i> We exist within multiple</i>
<i>parallel realities at once.</i>"
2360;12622440;12626760;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
2361;12627440;12629640;"<i>Whatever we chose to do</i>
<i>with this existence,</i>"
2362;12629720;12632920;"<i>there's another one out there</i>
<i>in which we're doing quite the opposite.</i>"
2363;12633000;12636160;"<i>Which renders free will meaningless,</i>
<i>nothing but an illusion.</i>"
2364;12638520;12640320;"We've talked about this before,
I'm sure we have."
2365;12640520;12642280;"So just write me the fucking prescription."
2366;12669040;12670800;"We've talked about this before,
I'm sure we have."
2367;12671040;12672720;"So just write me the fucking prescription."
2368;12673760;12675520;"Stefan, mate. This is due today."
2369;12675600;12677800;"I just need the weekend.
I know I can add this new path."
2370;12677880;12681120;"Don't fuck up.
There's a lot riding on this now."
2371;12681880;12684960;"[woman] <i>Davies became convinced</i>
<i>he had no control over his fate.</i>"
2372;12685200;12687360;"<i>If you follow that line of thinking,</i>"
2373;12687440;12689960;"<i>then you're absolved of any guilt</i>
<i>from your actions.</i>"
2374;12690720;12693920;"<i>They're not even your actions.</i>
<i>It's out of your control.</i>"
2375;12694080;12696000;"<i>You're fate has been dictated.</i>"
2376;12696360;12697920;"<i>So, why not commit murder?</i>"
2377;12699640;12700800;"<i>You're not in control.</i>"
2378;12745160;12747120;"[door closes]"
2379;12843240;12844240;"[dad] Stefan."
2380;12844560;12846680;"You're in the hole. Come with me."
2381;12846960;12848480;"Stefan, this is Kitty."
2382;12849520;12851960;"And this is Pearl, Daddy's little legacy."
2383;12854200;12856000;"One for you, one for me."
2384;12857360;12858560;"[laughs]"
2385;12860280;12863040;"[Colin] There's messages in every game.
Like Pac-Man."
2386;12863120;12864320;"You know what PAC stands for?"
2387;12864440;12867520;"Program and Control.
He's Program and Control Man."
2388;12867600;12870080;"It's not a happy game,
it's a fucking nightmare world."
2389;12871440;12874160;"I've given you the knowledge.
I've set you free."
2390;12875960;12877760;"One of us is jumping."
2391;12877880;12879200;"So, who's it going to be?"
2392;12884840;12886480;"There's a nice breeze up here."
2393;12889880;12890840;"So come on."
2394;12892320;12893840;"Which one of us is jumping?"
2395;12900640;12903720;"["Relax" playing]"
2396;12908200;12909040;"Breakfast?"
2397;12910480;12912000;"-Your Bander-what?
-Bandersnatch."
2398;12912080;12914800;"-It's a "Choose Your Own Adventure" book.
-The bloody hound from next door."
2399;12915040;12915880;"Be the death of us."
2400;12918200;12922280;"["Hold me now" playing]"
2401;12924880;12927360;"-We're going to be a hit factory.
-[Stefan] Colin Ritman?"
2402;12927600;12929720;"That's crazy.
I've played all of his games."
2403;12929800;12932920;"The state of him, he's made enough
this year to buy a Lamborghini,"
2404;12933000;12936400;"and he still smokes roll-ups. [laughs]"
2405;12941360;12942560;"We've met before."
2406;12943680;12945560;"-No.
-[Colin] We met before."
2407;12945640;12948800;"I told you I'd see you around.
And I was right."
2408;12951520;12953560;"-This is what I'm working on.
-Nohzdyve."
2409;12953920;12955000;"Hm-hm."
2410;12958600;12959680;"Oh, bollocks."
2411;12959760;12961040;"-What's that?
-Buffer error."
2412;12961640;12963960;"The eyeball sprites
overshot the video memory."
2413;12964600;12965560;"Yep."
2414;12966840;12969360;"[Colin] Don't worship him,
he's the Thief of Destiny."
2415;12969440;12972240;"-You've read<i> Bandersnatch?</i>
-Jerome F. Davies. Visionary."
2416;12972520;12974800;"Was he that bloke who went cuckoo
and cut his wife's head off?"
2417;12975320;12977040;"That is what people tend to focus on, yes."
2418;12977240;12978560;"Excuse me."
2419;12982200;12985080;"-What's happened?
-I haven't programmed that path yet."
2420;12985560;12987280;"Lot of divergent realities in that book."
2421;12987800;12989240;"It was ahead of its time."
2422;12989760;12991440;"In as much as time exists."
2423;12992280;12995000;"[claps hands] OK. So, here's my proposal."
2424;12995440;12996680;"Come and write it here."
2425;12997800;12999520;"-Here?
-We'll give you a couple of desks,"
2426;12999600;13001240;"set up a small team, just for you."
2427;13001320;13002720;"And of course Col's on hand."
2428;13003640;13004680;"What do you reckon?"
2429;13005760;13008000;"Oh, and hey, I'm hiring
this sound chip guy next week,"
2430;13008080;13010360;"so music we can take care of.
All in-house."
2431;13010840;13013200;"So, come on, what's your answer?"
2432;13014200;13015800;"[gasps]"
2433;13020040;13021320;"Who's doing this to me?"
2434;13022640;13024040;"I know there's someone there."
2435;13026120;13027320;"Who's there?"
2436;13028000;13029320;"Who are you?"
2437;13031760;13033640;"Just give me a sign."
2438;13035080;13037560;"Oh, come on, if there's someone there,
just give me a sign."
2439;13037640;13039000;"Will you give me a sign?"
2440;13039480;13042920;"I know there's someone there.
Just give me a fucking sign!"
2441;13046200;13047840;"[gasps]"
2442;13052000;13053320;"Who's doing this to me?"
2443;13054600;13056040;"I know there's someone there."
2444;13058080;13059280;"Who's there?"
2445;13059960;13061280;"Who are you?"
2446;13063720;13065440;"Just give me a sign."
2447;13067160;13069480;"Oh, come on, if there's someone there,
just give me a sign."
2448;13069560;13070960;"Will you give me a sign?"
2449;13071480;13074880;"I know there's someone there.
Just give me a fucking sign!"
2450;13080560;13082320;"Oh, God, really?"
2451;13084560;13086960;"[phone rings]"
2452;13087480;13088520;"Dr. Haynes' office."
2453;13089480;13091120;"Is Dr. Haynes there?"
2454;13091200;13093160;"[receptionist] <i>No,</i>
<i>she's with a client right now.</i>"
2455;13093240;13098440;"<i>Would you like to make an appointment?</i>
<i>I could fit you in first thing tomorrow.</i>"
2456;13099320;13100200;"Yes."
2457;13100960;13104080;"-[receptionist] <i>And your name is?</i>
-Stefan Butler."
2458;13104160;13106640;"[engaged tone on phone]"
2459;13107840;13111520;"[Kitty] Where's Colin?
Where is he? Where is he?"
2460;13111600;13113840;"-Woah, woah, woah. Can I help?
-It's Colin's girlfriend."
2461;13113920;13115280;"Kitty. We've met before."
2462;13116120;13118440;"When you had blue hair.
Satpal, I'll deal with this."
2463;13118920;13120640;"-Where's Colin?
-I thought you'd tell me."
2464;13120720;13122080;"He's gone, he's just gone."
2465;13122520;13124480;"Tell me about it
but he's done this before."
2466;13124920;13127360;"Not like this. When did you see him last?"
2467;13127560;13130080;"When he gave me that tape for Stefan."
2468;13131120;13132000;"Who's Stefan?"
2469;13132200;13133800;"Let's leave Stefan out of this,
he's working."
2470;13134280;13135680;"Who's Stefan?"
2471;13136320;13137920;"And how is your father?"
2472;13139200;13142040;"He's visiting his sister.
She's in the South of France, so..."
2473;13142360;13144280;"So you've been left to your own devices."
2474;13145240;13147720;"Hm-hm. [clears throat]"
2475;13155800;13157160;"It's been good actually."
2476;13158280;13159360;"Not having him."
2477;13161280;13163760;"[Stefan] <i>It's meant I could work</i>
<i>with a real sense of purpose.</i>"
2478;13167520;13169520;"<i>I've actually had a bit of breakthrough</i>
<i>with the game.</i>"
2479;13170640;13173560;"<i>I think I'd got bogged down before,</i>"
2480;13174680;13175920;"<i>but now I can see.</i>"
2481;13176000;13177520;"[Haynes]<i> So you finally finished it?</i>"
2482;13178000;13181400;"[Stefan] <i>Finished, delivered, everything.</i>"
2483;13181960;13184320;"<i>I'd been trying to give the player</i>
<i>too much choice.</i>"
2484;13184640;13187240;"<i>So I just went back</i>
<i>and stripped loads out.</i>"
2485;13188080;13191480;"<i>And now they've only got the illusion</i>
<i>of free will, but really,</i>"
2486;13192000;13193600;"I decide the ending."
2487;13196240;13198040;"And is it a happy ending?"
2488;13199560;13202400;"-I think so.
-[Haynes] Then that's great."
2489;13227760;13229560;"Oh, God, really?"
2490;13231840;13234240;"[phone rings]"
2491;13234720;13235760;"Dr. Haynes' office."
2492;13236840;13238360;"Is Dr. Haynes there?"
2493;13238440;13240400;"[receptionist] <i>No,</i>
<i>she's with a client right now.</i>"
2494;13240480;13245680;"<i>Would you like to make an appointment?</i>
<i>I could fit you in first thing tomorrow.</i>"
2495;13246560;13247440;"Yes."
2496;13248200;13251320;"-[receptionist] <i>And your name is?</i>
<i>-</i>Stefan Butler."
2497;13251400;13253920;"[engaged tone on phone]"
2498;13255040;13258760;"[Kitty] Where's Colin?
Where is he? Where is he?"
2499;13258840;13261080;"-Woah, woah, woah. Can I help?
-It's Colin's girlfriend."
2500;13261160;13262520;"Kitty. We've met before."
2501;13263240;13265680;"When you had blue hair.
Satpal, I'll deal with this."
2502;13265960;13266800;"Where's Colin?"
2503;13266880;13269320;"-I thought you'd tell me.
-He's gone, he's just gone."
2504;13269640;13271720;"Tell me about it,
but he's done this before."
2505;13272160;13276680;"-Not like this. When did you see him last?
-When he gave me that tape for Stefan."
2506;13278280;13279240;"Who's Stefan?"
2507;13279320;13281040;"Let's leave Stefan out of this,
he's working."
2508;13281560;13282960;"Who's Stefan?"
2509;13283560;13285160;"And how is your father?"
2510;13286480;13289280;"He's visiting his sister.
She's in the South of France, so..."
2511;13289480;13294960;"-So you've been left to your own devices.
-Hm-hm. [clears throat]"
2512;13303040;13304360;"It's been good actually."
2513;13305520;13306600;"Not having him."
2514;13308520;13311000;"[Stefan] <i>It's meant I could work</i>
<i>with a real sense of purpose.</i>"
2515;13314760;13316800;"<i>I've actually had a bit of breakthrough</i>
<i>with the game.</i>"
2516;13317880;13320840;"<i>I think I'd got bogged down before,</i>"
2517;13321920;13323040;"<i>but now I can see.</i>"
2518;13323280;13328640;"-[Haynes] <i>So you finally finished it?</i>
-[Stefan]<i> Finished, delivered, everything.</i>"
2519;13329160;13331560;"<i>I'd been trying to give the player</i>
<i>too much choice.</i>"
2520;13331920;13334480;"<i>So I just went back</i>
<i>and stripped loads out.</i>"
2521;13335320;13338720;"<i>And now they've only got the illusion</i>
<i>of free will, but really,</i>"
2522;13339240;13340840;"I decide the ending."
2523;13343480;13345240;"And is it a happy ending?"
2524;13346840;13349640;"-I think so.
-[Haynes] Then that's great."
2525;13375000;13376760;"Oh, God, really?"
2526;13379040;13383000;"-[phone rings]
-Dr. Haynes' office."
2527;13384080;13385640;"Is Dr. Haynes there?"
2528;13385720;13387640;"[receptionist] <i>No,</i>
<i>she's with a client right now.</i>"
2529;13387720;13392920;"<i>Would you like to make an appointment?</i>
<i>I could fit you in first thing tomorrow.</i>"
2530;13393800;13394760;"-Yes."
2531;13395440;13398560;"-[receptionist] <i>And your name is?</i>
-Stefan Butler."
2532;13398640;13401120;"-[engaged tone on phone]
-He's fucking engaged."
2533;13402480;13404240;"He's probably taken the phone
off the hook."
2534;13406400;13408920;"-That's what I do.
-That's what you do, is it?"
2535;13409320;13410400;"I'll remember that."
2536;13412880;13415440;"Look, just let him be."
2537;13416120;13418120;"He's probably in the zone."
2538;13418200;13421520;"[Thakur] OK.
I'll give him another twenty-four hours."
2539;13441400;13442840;"[Haynes] <i>And how is your father?</i>"
2540;13444280;13447080;"He's visiting his sister.
She's in the South of France, so..."
2541;13447280;13452760;"-So you've been left to your own devices.
-Hm-hm. [clears throat]"
2542;13460840;13462160;"It's been good actually."
2543;13463320;13464400;"Not having him."
2544;13466360;13468760;"<i>It's meant I could work</i>
<i>with a real sense of purpose.</i>"
2545;13472600;13474600;"<i>I've actually had a bit of breakthrough</i>
<i>with the game.</i>"
2546;13475640;13478640;"<i>I think I'd got bogged down before,</i>"
2547;13479720;13480840;"<i>but now I can see.</i>"
2548;13481080;13486440;"-[Haynes] <i>So you finally finished it?</i>
-[Stefan] <i>Finished, delivered, everything.</i>"
2549;13487000;13489360;"<i>I'd been trying to give the player</i>
<i>too much choice.</i>"
2550;13489720;13492280;"<i>So I just went back</i>
<i>and stripped loads out.</i>"
2551;13493240;13496520;"<i>And now they've only got the illusion</i>
<i>of free will, but really,</i>"
2552;13497040;13498640;"I decide the ending."
2553;13501280;13503040;"And is it a happy ending?"
2554;13504640;13507440;"-I think so.
-[Haynes] Then that's great."
2555;13531160;13532000;"OK."
2556;13532080;13533640;"[phone rings]"
2557;13541160;13543800;"-Hello?
-The man himself, the whiz kid."
2558;13543960;13545080;"<i>How's it going?</i>"
2559;13546400;13547480;""How's it going?""
2560;13547960;13550440;"Have I dialed an echo by mistake?"
2561;13550560;13553400;"Wakey-wakey. Bandersnatch.
The game you promised us."
2562;13553800;13555120;"<i>First thing Monday you said.</i>"
2563;13555440;13557080;"I need the code."
2564;13557160;13559360;"The ads are out,
I've booked the dupe plant."
